content,score,at,sentiment,processed_content,review_length
Mahal gk ada gratis ongkir lagi Barang 50 ongkir 100. Mending blanja d aplikasi lain.,1,2024-12-31 20:46:35,negative,mahal gk grati ongkir barang ongkir mend blanja d aplikasi,85
Komplit,4,2024-12-31 20:04:43,positive,komplit,7
keren,5,2024-12-31 20:00:09,positive,keren,5
Cicilan makin hemat pakai GopayLater,5,2024-12-31 19:56:53,positive,cicilan hemat pakai gopaylat,36
Ok,5,2024-12-31 19:50:32,positive,ok,2
"keren, banyak diskonnya",5,2024-12-31 19:43:53,positive,keren diskonnya,23
fitur otomatis sangat mengganggu sering terjadi kesalahan,1,2024-12-31 19:25:28,negative,fitur otomati mengganggu kesalahan,57
"Pencarian saldo nya susah,, pesanan gagal sistem mulu,, kalau gak mau kasih diskon jangan ada vocher nya kalau gak bisa di pake.. udah di bayar malah di batalkan. Dan nggak bisa si tarik saldo nya",1,2024-12-31 19:22:34,negative,pencarian saldo nya susah pesanan gagal sistem mulu gak kasih diskon vocher nya gak pake udah bayar batalkan nggak si tarik saldo nya,196
Sukses slalu buat tokpedia...,5,2024-12-31 19:19:01,positive,suks slalu tokpedia,29
mantap,5,2024-12-31 19:15:16,positive,mantap,6
mantapss,5,2024-12-31 19:15:07,positive,mantapss,8
transaksi ya pake Dana mudah dan cepet.,5,2024-12-31 19:09:11,positive,transaksi ya pake dana mudah cepet,39
Mau beli tapi dibatalkan sistem,1,2024-12-31 19:08:59,negative,beli dibatalkan sistem,31
simple,5,2024-12-31 19:05:50,positive,simpl,6
"bagus,tapi pengiriman lama",4,2024-12-31 18:58:35,positive,bagustapi pengiriman,26
keren,4,2024-12-31 18:54:35,positive,keren,5
Kalah bersaing dengan Marketplace sebelah.,1,2024-12-31 18:44:45,negative,kalah bersa marketplac sebelah,42
👍,4,2024-12-31 18:29:55,positive,👍,1
"Saya suka dengan aplikasi Tokopedia ini karna produk nya bener""berkualitas dan tidak pernah mengecewakan",5,2024-12-31 18:20:32,positive,suka aplikasi tokopedia karna produk nya benerberkualita mengecewakan,104
"Salah satu toko online yg bisa mencari produk yg saya butuhkan, tapi tolong ke admin pelapak yang sudah lebih dari sebulan ga aktif, produk yg dijualnya jangan ditampilkan lagi, tapi sayang di hp infinik hot 8 sekarang gangguan terus tidak bisa update voucher",5,2024-12-31 17:54:56,positive,salah toko onlin yg mencari produk yg butuhkan tolong admin pelapak sebulan ga aktif produk yg dijualnya ditampilkan sayang hp infinik hot gangguan updat voucher,259
"Tolong ya min di adain lagi fitur diskusi produknya, kok tiba-tiba dihilangkan fiturnya padahal itu penting sekali buat nanya nanya produk yang mau dibeli, terimakasih semoga saran saya anda dengar",4,2024-12-31 17:53:43,positive,tolong ya min adain fitur diskusi produknya tibatiba dihilangkan fiturnya nanya nanya produk dibe terimakasih semoga saran dengar,197
Ok,5,2024-12-31 17:33:09,positive,ok,2
terus ditingkatkan kadanga kala menutup sendirri,4,2024-12-31 17:33:06,positive,ditingkatkan kadanga menutup sendirri,48
terimakasih banyak potongan hrga nya sukses terus Tokopedia,5,2024-12-31 17:29:28,positive,terimakasih potongan hrga nya suks tokopedia,59
mantap lebih gampang menggunakannya,5,2024-12-31 17:27:58,positive,mantap gampang menggunakannya,35
"Beli barang disini harganya mahal Diskon gak ada (tapi ditulis diskon, penipu) Barang sudah diterima tapi kondisi barang penyot (rusak padahal kardusnya mulus, sengaja kasih barang rusak) Waktu refund bayar ongkir sendiri katanya diganti ongkir, ternyata nipu juga dgn alasan tidak memenuhi syarat claim ongkir! Melindungi seller nakal ini aplikasi Bangke! Hapus ini aplikasi",1,2024-12-31 17:15:20,negative,beli barang harganya mahal diskon gak dituli diskon penipu barang diterima kondisi barang penyot rusak kardusnya mulu sengaja kasih barang rusak refund bayar ongkir diganti ongkir nipu dgn alasan memenuhi syarat claim ongkir melindungi seller nakal aplikasi bangk hapu aplikasi,375
"Sudah pesan barang,,, tapi dibatalkan sepihak penjual",1,2024-12-31 17:11:53,negative,pesan barang dibatalkan penjual,53
"udh berlangganan PLUS tapi sama aja gada bedanya sm yg ga Langganan, pelayanan CS ga responsif lemot parah, trs ada refund suruh modal ongkir sendiri cuih ga kyk si Oren bisa bebas pengembalian, BINTANG 1 kecewa",1,2024-12-31 17:08:25,negative,udh berlangganan plu aja gada bedanya sm yg ga langganan pelayanan cs ga responsif lemot parah tr refund suruh modal ongkir cuih ga kyk si oren beba pengembalian bintang kecewa,211
Bagus...!,5,2024-12-31 16:39:28,positive,bagu,9
saya pengguna baru mudah mudahan lancar,5,2024-12-31 16:37:08,positive,pengguna mudah mudahan lancar,39
"Tetap berkendala mslh pengiriman dgn kurir rekomendasi yglelet. Tdk ada perbaikan. Permainan & kupon cb/diskon tdk menarik, susah digunakan. Layanan plus yg tdk guna. Sedangkan marketplace sblh trs berbenah meningkatkan layanan, promosi, bahkan mendengarkan keluhan konsumen. Saya belanja di toped hanya utk pembayaran tagihan. Belanja di toped hanya utk belanja barang official aja, krn cenderung lbh aman. UPDATE : tambah parah krn diskusi produk dihilangkan. Semakin malas belanja di toped.",1,2024-12-31 16:33:10,negative,berkendala mslh pengiriman dgn kurir rekomendasi yglelet tdk perbaikan permainan kupon cbdiskon tdk menarik susah layanan plu yg tdk marketplac sblh tr berbenah meningkatkan layanan promosi mendengarkan keluhan konsumen belanja tope utk pembayaran tagihan belanja tope utk belanja barang offici aja krn cenderung lbh aman updat parah krn diskusi produk dihilangkan mala belanja tope,493
goooddd,5,2024-12-31 16:24:59,positive,goooddd,7
Ok,5,2024-12-31 16:23:05,positive,ok,2
mantul,5,2024-12-31 16:17:49,positive,mantul,6
hasil bergabung dgn tik-tok jadi mangkin banyak promo 😍🥰🥰😘😘,5,2024-12-31 16:13:09,positive,hasil bergabung dgn tiktok mangkin promo 😍🥰🥰😘😘,59
"lagi troublekah??? udah 1 minggunan setiap kali checkout mau pilih pembayaran selalu muncul notif harga telah berubah coba cek kembali barang belanjaan anda, dan cuma muter2 disitu terus maksudnya gimana ini??? apa akunku udah gak boleh belanja lagi!!! mohon pencerahannya ini!!!",5,2024-12-31 16:11:14,positive,troublekah udah minggunan kali checkout pilih pembayaran muncul notif harga berubah coba cek barang belanjaan muter disitu maksudnya gimana akunku udah gak belanja mohon pencerahannya,279
keren banget,5,2024-12-31 16:05:31,positive,keren banget,12
mantab proses cepat,5,2024-12-31 16:01:47,positive,mantab prose cepat,19
mantap,5,2024-12-31 15:57:29,positive,mantap,6
sejauh ini cukup bagus pelayanan nya,5,2024-12-31 15:53:40,positive,bagu pelayanan nya,36
Alhamdulillah pertama beli dapat diskon dari tokopedia terimakasih rezeki ulangtahun anak ku,5,2024-12-31 15:50:40,positive,alhamdulillah beli diskon tokopedia terimakasih rezeki ulangtahun anak ku,92
Bst bkin risi aja iklan ini,1,2024-12-31 15:40:05,negative,bst bkin risi aja iklan,27
excellent,4,2024-12-31 15:33:11,positive,excel,9
Maaf saya kasih bintang satu males jualan di sinih uangnya susah ketarik dan ribet,1,2024-12-31 15:19:47,negative,maaf kasih bintang male jualan sinih uangnya susah ketarik ribet,82
ok selama ini,5,2024-12-31 15:17:13,positive,ok,13
"Kenapa dihalaman home kita bisa klik pesanan baru, pesanan dan chat??",3,2024-12-31 15:15:01,neutral,dihalaman home klik pesanan pesanan chat,69
"Alhamdulillah,,memudahkan untuk belanja",5,2024-12-31 15:01:33,positive,alhamdulillahmemudahkan belanja,39
rekomendasi bagi yang suka belanja online,5,2024-12-31 14:54:59,positive,rekomendasi suka belanja onlin,41
mantap... lanjutkan untuk discount2 nya.,5,2024-12-31 14:54:48,positive,mantap lanjutkan discount nya,40
Sekarang gk bisa buka produk vape padahal usia saya sudah di atas 18+ aneh jadi gk bisa belanja vape lagi disini,1,2024-12-31 14:48:25,negative,gk buka produk vape usia aneh gk belanja vape,112
"Belanja cepat, praktis dan terjamin. Pokoknya Mantap deh",5,2024-12-31 14:40:59,positive,belanja cepat prakti terjamin pokoknya mantap deh,56
bagus,5,2024-12-31 14:20:25,positive,bagu,5
keren,5,2024-12-31 14:19:10,positive,keren,5
ok,4,2024-12-31 14:15:29,positive,ok,2
tokopedia gak jelas banyak banget toko yg gak aktif bingung mau belanja disini,1,2024-12-31 13:57:32,negative,tokopedia gak banget toko yg gak aktif bingung belanja,78
keren,5,2024-12-31 13:54:38,positive,keren,5
bagus tapi banyak yang tidak bisa cod,4,2024-12-31 13:54:12,positive,bagu cod,37
pengirimannya terlalu lama,1,2024-12-31 13:48:01,negative,pengirimannya,26
SUMPAH RIBET PAS DOWNLOAD LAGI!!!! MENDINGAN UNINSTAL LAGI!,1,2024-12-31 13:46:25,negative,sumpah ribet pa download mendingan uninst,59
sangat membantu,5,2024-12-31 13:34:21,positive,membantu,15
WszFhfwws sama sdr,5,2024-12-31 13:16:07,positive,wszfhfww sdr,18
Assalamualaikum selamat siang,3,2024-12-31 12:57:13,neutral,assalamualaikum selamat siang,29
top lah,5,2024-12-31 12:55:40,positive,top,7
mantappp Go Paylaternya kak mksh2,5,2024-12-31 12:52:00,positive,mantappp go paylaternya kak mksh,33
pertahankan rating tersebut,5,2024-12-31 12:22:56,positive,pertahankan rate,27
ok,4,2024-12-31 12:21:58,positive,ok,2
Baguslah kalau ada yg dekat kenapa harus pilih yg lain,5,2024-12-31 12:21:05,positive,baguslah yg pilih yg,54
Saya membeli cloth stain remover semoga bagus hasilnya ko,5,2024-12-31 12:11:39,positive,memb cloth stain remov semoga bagu hasilnya ko,57
Ok,5,2024-12-31 12:10:43,positive,ok,2
"Ongkir nya mahal amat ,gak bisa cod pula itu ,beda sama online shop lainya",1,2024-12-31 12:05:23,negative,ongkir nya mahal gak cod beda onlin shop lainya,74
"Mesen baju pake qr pas udah bayar di aplikasinya belum bayar,pas saya batalin duitnya ngg kembali",1,2024-12-31 11:58:50,negative,mesen baju pake qr pa udah bayar aplikasinya bayarpa batalin duitnya ngg,97
Tolong bug gopay nya di perbaiki blank putih,5,2024-12-31 11:27:09,positive,tolong bug gopay nya perbaiki blank putih,44
harga tidak seberapa tapi ongkir mau naik haji..parah ini aplikasi,1,2024-12-31 11:22:25,negative,harga ongkir hajiparah aplikasi,66
kalo pake vocer diskon malah di batalkan sistem licik emangg,1,2024-12-31 11:13:33,negative,kalo pake vocer diskon batalkan sistem licik emangg,60
anjay,5,2024-12-31 11:03:56,positive,anjay,5
"Tolong Munculkan kembali fitur Dropship, sama opsi ganti kurir",1,2024-12-31 11:03:12,negative,tolong munculkan fitur dropship opsi ganti kurir,62
mantap good job terima kasih,5,2024-12-31 10:56:42,positive,mantap good job terima kasih,28
katanya gratis ongkir kok dibeli kena ongkir hampir semua produk macam gini apaan nih,3,2024-12-31 10:56:18,neutral,grati ongkir dibe kena ongkir produk gini nih,85
Siiip,4,2024-12-31 10:43:06,positive,siiip,5
Tokopedia de best,5,2024-12-31 10:29:07,positive,tokopedia de best,17
Good,5,2024-12-31 10:26:57,positive,good,4
"Halo Tokped, saya kurangin dulu bintang nya, saya langganan setia di sini tiap mw beli2 kebutuhan ya di sini, satu aja sih masalah nya blum lama minta update kok setelah update dan saya lagi beli barang saya mw lihat detail transaksi kok gak bisa, keterangan sistem erorr???? klo pun emang lagi libur pergantian tahun ya mending offline dulu aja, takut klo barang udah di kirim pengguna gak bisa lacak pengiriman, itu aja terima kasih 🙏",3,2024-12-31 10:22:43,neutral,halo tokp kurangin bintang nya langganan setia mw beli kebutuhan ya aja sih nya blum updat updat beli barang mw lihat detail transaksi gak keterangan sistem erorr klo emang libur pergantian ya mend offlin aja takut klo barang udah kirim pengguna gak lacak pengiriman aja terima kasih 🙏,436
Ini kenapa sih kok sy jd ga bisa lht daftar transaksinya.. Saya baru pesen dan udh bayar loh. Kan sy jd khawatir.,2,2024-12-31 10:18:34,negative,sih sy jd ga lht daftar transaksinya pesen udh bayar loh sy jd khawatir,113
Erorrrr,1,2024-12-31 10:17:59,negative,erorrrr,7
"kenapa pada halaman transaksi muncul error : breaker open, sudah saya refresh masih sama saja. padahal halaman lain aman dan normal!",1,2024-12-31 10:13:05,negative,halaman transaksi muncul error breaker open refresh halaman aman normal,132
Salah satu marketplace terbaik yang saya gunakan.,5,2024-12-31 10:10:49,positive,salah marketplac terbaik,49
respon cepat,5,2024-12-31 09:55:44,positive,respon cepat,12
Mantap banyak peromo nya,5,2024-12-31 09:49:26,positive,mantap peromo nya,24
semoga penjualnya amanah,5,2024-12-31 09:38:16,positive,semoga penjualnya amanah,24
menarik,5,2024-12-31 09:30:33,positive,menarik,7
Sering gagal upload foto ulasan,1,2024-12-31 09:16:41,negative,gagal upload foto ulasan,31
bagus,5,2024-12-31 08:40:54,positive,bagu,5
ya baik,5,2024-12-31 08:08:43,positive,ya,7
nice,5,2024-12-31 08:05:50,positive,nice,4
"Tokopedia tidak memihak pembeli. Buat apa ada kolom catatan pemesan, buang saja kolom itu kalau tidak berguna terima kasih",1,2024-12-31 07:51:22,negative,tokopedia pemb kolom catatan pemesan buang kolom berguna terima kasih,122
"Kecewa berat sama tokopedia, pesan barang 2 minggu nggak nyampe tiba2 di batalin otomatis, padahal barang udah di bayar, pas di komplain katanya max 1 minggu kalo nggak ada penyelesaian langsung di refund uangnya, tapi sudah lewat 1 minggu nggak ada perkembangan sama sekali.",1,2024-12-31 07:50:42,negative,kecewa berat tokopedia pesan barang minggu nggak nyamp batalin otomati barang udah bayar pa komplain max minggu kalo nggak penyelesaian langsung refund uangnya minggu nggak perkembangan,275
Tik Tok Shop,5,2024-12-31 07:49:53,positive,tik tok shop,12
Setelah update malah berat aplikasinya. Tlg kembalikan smula aja,2,2024-12-31 07:39:25,negative,updat berat aplikasinya tlg kembalikan smula aja,64
"Jangan cuma ambil untung, ikuti perjalanan paket pembeli, dibangka id express dan sicepat bermasalah, sudah disaran ke tokped gratis ongkir jangan random, gak malu sama shopee yg muncul belakangan tapi udah dewasa.",1,2024-12-31 07:22:18,negative,ambil untung ikuti perjalanan paket pemb dibangka id express sicepat bermasalah disaran tokp grati ongkir random gak malu shope yg muncul udah dewasa,214
Kebanyakan eror dan ribet banget. Padahal mau buka tokopedia seller. Cuma karena sering eror dan ga bisa upload produk. Pokok ya kecewa berat!!!,1,2024-12-31 07:16:34,negative,kebanyakan eror ribet banget buka tokopedia seller eror ga upload produk pokok ya kecewa berat,144
Terbaik Tokopedia 👍🏻👍🏻👍🏻,5,2024-12-31 06:51:16,positive,terbaik tokopedia 👍🏻👍🏻👍🏻,24
"Kok jadi tol0l gini ya? Scroll barang di toko terus klik liat suatu barang, pas kembali mau lanjut scroll malah ngulang dari paling atas, bikin susah kalo lagi nyari barang",1,2024-12-31 06:43:18,negative,toll gini ya scroll barang toko klik liat barang pa scroll ngulang bikin susah kalo nyari barang,172
barang langka ada di Tokopedia,5,2024-12-31 06:42:07,positive,barang langka tokopedia,30
"Giliran beli lewat chrome malah gabisa pake voucer, lu niat bikin aplikasi kgk si bngsd",1,2024-12-31 06:23:39,negative,giliran beli chrome gabisa pake voucer lu niat bikin aplikasi kgk si bngsd,87
bagus,5,2024-12-31 06:00:05,positive,bagu,5
"Teraman, tetpercaya, andalan belanja online...... #ndakusahragu walau terkadang untuk kurir rekomendasi nya masih ada yg tidak segera di pick up. Semoga semakin baik dan bisa terus maju dengan pilihan barang berkualitas jauh dari penipuan....",5,2024-12-31 05:57:45,positive,teraman tetpercaya andalan belanja onlin ndakusahragu terkadang kurir rekomendasi nya yg pick up semoga maju pilihan barang berkualita penipuan,242
banyak diskonnya keren,4,2024-12-31 05:41:04,positive,diskonnya keren,22
TOKOPEDIA BIKIN ATURAN BIAYA LAYANAN YG TERLALU TINGGI! SELLER BUKANNYA UNTUNG MALAH BUNTUNG!! NASIB BENTAR LAGI BAKAL KAYAK BUKALAPAK! PARA SELLER YUK TINGGALKAN TOKOPEDIA!,1,2024-12-31 05:39:28,negative,tokopedia bikin aturan biaya layanan yg seller untung buntung nasib bentar kayak bukalapak seller yuk tinggalkan tokopedia,173
"apk ngga jelas, gua gk transaksi apapun di apk, saldo dana gua malah ke ambil tokopedia",2,2024-12-31 03:53:02,negative,apk ngga gua gk transaksi apapun apk saldo dana gua ambil tokopedia,87
saya mau Donlwod aplikasi playit untuk menyimpan semua film2 yang di donlwod,5,2024-12-31 03:26:22,positive,donlwod aplikasi playit menyimpan film donlwod,76
Baik👍,5,2024-12-31 02:22:51,positive,baik👍,5
Voucher nya terlalu sedikit min tanggung voucher diskon yang gede Dong,3,2024-12-31 02:08:00,neutral,voucher nya min tanggung voucher diskon gede,70
"Awalnya biasa saja, lama belanja di toko pedia makin terasa manfaatnya, Makin lama lagi makin aneh, tulisan GRATIS ONGKIR tapi masih ada biaya ongkos kirim,",3,2024-12-31 01:34:26,neutral,belanja toko pedia manfaatnya aneh tulisan grati ongkir biaya ongko kirim,156
"Menu selesaikan pesanan mana? Barang sudah sampai, mau selesaikan pesanan tapi menu selesaikan pesanan sudah tidak ada. Kembakikan menu selesaikan pesanan!",1,2024-12-31 01:33:13,negative,menu selesaikan pesanan barang selesaikan pesanan menu selesaikan pesanan kembakikan menu selesaikan pesanan,155
naise fitur,5,2024-12-31 01:07:28,positive,nais fitur,11
oke,5,2024-12-31 00:38:05,positive,oke,3
Susah buat pengajuan,1,2024-12-31 00:34:06,negative,susah pengajuan,20
good aplikasi,5,2024-12-31 00:27:13,positive,good aplikasi,13
Terlalu lama. Coba sistem nya di benahi. Masa status pengiriman gak di update terus. Sudah lama pengiriman nya. Low respon lagi dari seller nya,1,2024-12-31 00:12:47,negative,coba sistem nya benahi statu pengiriman gak updat pengiriman nya low respon seller nya,143
Bagus dan keren untuk TokPed dalam event diskon nya,5,2024-12-31 00:00:40,positive,bagu keren tokp event diskon nya,51
Mantap 👍👍👍👍👍,5,2024-12-30 23:55:28,positive,mantap 👍👍👍👍👍,12
"Kalau bisa, aplikasi ada update jangan dipaksa harus update karena belum tentu semua user mau update.. Tergantung kondisi dari penyimpanan dari hp yg dipakai",1,2024-12-30 23:50:12,negative,aplikasi updat dipaksa updat user updat tergantung kondisi penyimpanan hp yg dipakai,157
