content,score,at,sentiment,processed_content
nice,4,2025-01-05 15:31:41,positive,nice
Pengiriman terlalu lama Sengaja di pas dengan tanggal estimasi Seperti tiba tanggal 4-7 Barang datang pasti tanggal 7 nya Kenapa gk tanggal 5/6 atau seblum estimasi Beda sma olshop lain Bahkan bisa lebih cepat dri estimasi,1,2025-01-05 14:49:44,negative,pengiriman sengaja pa tanggal estimasi tanggal barang tanggal nya gk tanggal seblum estimasi beda sma olshop cepat dri estimasi
"Akun TOKOPEDIA saya telah di hack orang yang tidak bertanggung jawab, akibat dari perbuatan orang yang melakukan Hack akun saya ini ada tagihan tagihan Gopay Latter yang di bebankan ke saya..SAYA TIDAK AKAN PERNAH MELAKUKAN PEMBAYARAN TAGIHAN YANG MUNCUL AKIBAT akun saya yang di hack",1,2025-01-05 14:46:29,negative,akun tokopedia hack orang bertanggung akibat perbuatan orang hack akun tagihan tagihan gopay latter bebankan sayasaya pembayaran tagihan muncul akibat akun hack
mantap,5,2025-01-05 14:38:01,positive,mantap
Barang jadi mahal asu,2,2025-01-05 14:31:59,negative,barang mahal asu
HAPUSKAN EXPEDISI ANTER AJAH GAK BECUS !!!!! MALAH DI MASUKIN KE REKOMENDASI. ITU EKSPEDISI GAK LAKU MALAH DI AJAK KERJA SAMA,1,2025-01-05 14:17:23,negative,hapuskan expedisi anter ajah gak becu masukin rekomendasi ekspedisi gak laku ajak kerja
Tokopedia ok banget,5,2025-01-05 14:12:48,positive,tokopedia ok banget
sangat membantu,5,2025-01-05 13:44:25,positive,membantu
sangat membantu,5,2025-01-05 13:43:22,positive,membantu
Ikan nya banyak,1,2025-01-05 13:40:27,negative,ikan nya
"kurang suka, pengirimannya lama banget",2,2025-01-05 13:39:58,negative,suka pengirimannya banget
Apk terbaik dan terpecaya,5,2025-01-05 13:37:34,positive,apk terbaik terpecaya
"Melayani dengan setengah hati, makin susah",1,2025-01-05 13:32:51,negative,melayani hati susah
berguna,5,2025-01-05 13:21:40,positive,berguna
Bagus,5,2025-01-05 13:20:47,positive,bagu
"Kenapa skrg akun saya tdk bisa pembayaran, selalu muncul kode eror 12302 Solusinya gimana ini min, masa harus pindah toko ke warna lain",2,2025-01-05 13:09:10,negative,skrg akun tdk pembayaran muncul kode eror solusinya gimana min pindah toko warna
apl olshop terbaik,5,2025-01-05 13:07:15,positive,apl olshop terbaik
"halo pihak Tokopedia yang terhormat, mohon blokir pengiriman atas nama Nunung, Oknum yg bernama Nunung ini secara ilegal mengatasnamakan no hp org lain dan memakainya untuk menjahili para kurir dan orang yang ditelepon itu tidak tahu apa2 dan mereka tidak memesan apa2 di toko aplikasi ini, MOHON SEGERA DIBLOKIR ALAMATNYA. NUNUNG, 0858****4544. Kantor Desa Campakasari, Campakasari blkang desa campakasari,masuk gang pggir konter. rt 12 rw 04 CAMPAKA-PWK PURWAKARTA JAWA BARAT",1,2025-01-05 13:01:50,negative,halo tokopedia terhormat mohon blokir pengiriman nama nunung oknum yg bernama nunung ileg mengatasnamakan no hp org memakainya menjahili kurir orang ditelepon memesan toko aplikasi mohon diblokir alamatnya nunung kantor desa campakasari campakasari blkang desa campakasarimasuk gang pggir konter rt rw campakapwk purwakarta jawa barat
tolong para seller di support biar cepat dalam proses pengiriman,5,2025-01-05 12:48:33,positive,tolong seller support biar cepat prose pengiriman
"tokopedia sekarang lebih parah pelayanannya, hubungin cs balesnya lama, giliran di balas malah di tutup karna tidak merespon hadeh... lama"" jadi males transaksi di aplikasi tokopedia..",1,2025-01-05 12:45:32,negative,tokopedia parah pelayanannya hubungin cs balesnya giliran bala tutup karna merespon hadeh male transaksi aplikasi tokopedia
"Safe mode gak guna, search engine gila, saya nyari barang random malah muncul kepala babi, sex toys sama majalah porno gila🤢🤮🤮, klo nyari barang mending di web tokopedia, search engine nya di app bener² menjijikan",1,2025-01-05 12:33:03,negative,safe mode gak search engin gila nyari barang random muncul kepala babi sex toy majalah porno gila🤢🤮🤮 klo nyari barang mend web tokopedia search engin nya app bener² menjijikan
"Pelayana 1 buruk. Pesanan instan tidak sampai sampai. Rugi memakai aplikasi tokopedia uang bisa gantung, kalo buat usaha sudah berkembang uang ya.",1,2025-01-05 12:22:35,negative,pelayana buruk pesanan instan rugi memakai aplikasi tokopedia uang gantung kalo usaha berkembang uang ya
Ok,5,2025-01-05 12:17:13,positive,ok
Butut butut pisan tong daek ngadownload apk ieu butut,1,2025-01-05 11:57:02,negative,butut butut pisan tong daek ngadownload apk ieu butut
mantap,5,2025-01-05 11:55:31,positive,mantap
semoga amanah,4,2025-01-05 11:47:44,positive,semoga amanah
"Terpecaya ngga ribet , memberi kemudahan belanja online cepat semua ada trimakasih Tokopedia",5,2025-01-05 11:11:54,positive,terpecaya ngga ribet kemudahan belanja onlin cepat trimakasih tokopedia
"wkwk toped udah gak keurus ya cuman jadi anak bawang disini gegara sm TikTok, dari icon aplikasi udh dari tahun kmaren msh blm diupdate. dan promo udah hampir gaada 🤣🤣 kasian jadi males make",1,2025-01-05 11:09:03,negative,wkwk tope udah gak keuru ya cuman anak bawang gegara sm tiktok icon aplikasi udh kmaren msh blm diupdat promo udah gaada 🤣🤣 kasian male make
"Kalo bisa opsi pengiriman nya jangan cuma expedisi jnt, soalnya bobrok banget jnt",1,2025-01-05 10:53:49,negative,kalo opsi pengiriman nya expedisi jnt bobrok banget jnt
ok,5,2025-01-05 10:52:20,positive,ok
mantul mantap betul 😘😊✌,5,2025-01-05 10:38:36,positive,mantul mantap 😘😊✌
WLAN SARI,5,2025-01-05 10:12:48,positive,wlan sari
Mending shopee wkek. cukup tau deh,1,2025-01-05 10:01:58,negative,mend shope wkek tau deh
Tokped sih oke tapi lama lama kapok pake tokped kalo jasa kirimnya pake jne paket stuck lama benget ga di kirim kirim,2,2025-01-05 10:00:56,negative,tokp sih oke kapok pake tokp kalo jasa kirimnya pake jne paket stuck benget ga kirim kirim
suka aja bs bayar via gopay,4,2025-01-05 09:48:33,positive,suka aja bs bayar via gopay
"Admin lelet pas komplain barang yg dikirim seller beda dr deskripsi, gabisa nengahin.. katanya respon tbtb komplain di tolak padahal jelas foto yg dikrim akurasi salah 100%.. gabakal langganan sih,, kecewa",1,2025-01-05 09:20:40,negative,admin lelet pa komplain barang yg dikirim seller beda dr deskripsi gabisa nengahin respon tbtb komplain tolak foto yg dikrim akurasi salah gabak langganan sih kecewa
"Tentang kurir rekomendasi, mungkin pihak Tokopedia ingin menyamaratakan soal volume pengiriman expedisi yang ada di Toped, (mungkin). entah emang niatnya Toped seperti itu ATAU emang dari pihak Expedisi yang berani memberikan Fee lebih ke pihak Toped, ATAU bahkan Toped sendiri yang meminta Bonus lebih ke pihak expedisi, siapa yang berani berikan bonus/fee lebih banyak ke pihak Toped?,maka expedisi tersebutlah yang akan otomatis terpasang di promo BEBAS ONGKIR. bener ga Toped?",5,2025-01-05 09:15:29,positive,kurir rekomendasi tokopedia menyamaratakan volum pengiriman expedisi tope emang niatnya tope emang expedisi berani fee tope tope bonu expedisi berani bonusfe topedmaka expedisi otomati terpasang promo beba ongkir bener ga tope
Kurirmu membuat belanja jadi tidak menyenangkan,1,2025-01-05 09:08:47,negative,kurirmu belanja menyenangkan
"APLIKASI SIALAN, DI CANCEL KOK DISKONNYA GA BALIK, PLATFORM BELANJA YG LAIN AJA KALO DI CANCEL DISKONNYA BALIK, HADEHHHHHHHH",1,2025-01-05 09:07:18,negative,aplikasi sialan cancel diskonnya ga platform belanja yg aja kalo cancel diskonnya hadehhhhhhhh
Terimakasih Tokopedia 🥰🥰 sudah memberikan kemudahan dlm berbelanja online 😍😍 dg berbagai promo yg menarik.. dg pilihan produk2 berkualitas tinggi.. sistem pembayaran dg berbagai metode digital.. sukses selalu.. dan pastinya slalu terdepan dari platform e-commerce lainnya😍😍,5,2025-01-05 08:45:42,positive,terimakasih tokopedia 🥰🥰 kemudahan dlm berbelanja onlin 😍😍 dg promo yg menarik dg pilihan produk berkualita sistem pembayaran dg metod digit suks pastinya slalu terdepan platform ecommerc lainnya😍😍
Mantap,5,2025-01-05 08:37:35,positive,mantap
Bagus banget loh cik aplikasinya,5,2025-01-05 08:35:03,positive,bagu banget loh cik aplikasinya
Lumayan walaupun mahal,2,2025-01-05 08:11:18,negative,lumayan mahal
"Selamat pagi, tokopedia. Saya melapor ada menggunakan akun saya tanpa saizin saya. Mohon di tindak lanjuti",5,2025-01-05 08:01:15,positive,selamat pagi tokopedia melapor akun saizin mohon tindak lanjuti
Mantap,5,2025-01-05 07:49:35,positive,mantap
"Mau di web atau di android harusnya tetep ada gratis ongkir biar sama sama nyaman,",5,2025-01-05 07:32:38,positive,web android tetep grati ongkir biar nyaman
"sering nemu clickbait yang sepertinya sengaja oleh sellernya, dimana harga keliatan murah sekali. pas di klik tidak sesuai gambar, kudu milih lagi. misal mouse gaming, pas di klik ternyata itu harga mousepad nya doang. ngeselin min. bikin buang waktu aja kalo nemuin seller2 suka clickbait harga.",1,2025-01-05 07:16:14,negative,nemu clickbait sengaja sellernya dimana harga keliatan murah pa klik sesuai gambar kudu milih mous game pa klik harga mousepad nya doang ngeselin min bikin buang aja kalo nemuin seller suka clickbait harga
The Best Market Place,5,2025-01-05 07:01:45,positive,the best market place
nice,5,2025-01-05 06:20:36,positive,nice
Produk dijual aman dan terpercaya,5,2025-01-05 06:04:21,positive,produk dijual aman terpercaya
"Kesalahan sistem terus pas mau log in, so bad, udah instal uninstal dicoba berkali- kali, ada 7 kali kayanya hmm pdhl dulu bgs apk nya biasa"" aja, skrg? 🤷🏻",1,2025-01-05 06:02:37,negative,kesalahan sistem pa log in so bad udah instal uninst dicoba berkali kali kali kayanya hmm pdhl bg apk nya aja skrg 🤷🏻
"Aplikasi sangat buruk sekalai , marketplace paling lemot jika terjadi ke dala pengiriman uang pembeli di tahan tahan sangat lama, hati hati aja yang transaksi di marketplace ini.",1,2025-01-05 05:59:07,negative,aplikasi buruk sekalai marketplac lemot dala pengiriman uang pemb tahan tahan hati hati aja transaksi marketplac
"tolong estimasi kirim dibuat maksimal 4-5 hari, masa satu provinsi estimasi sampai 7-9 hari ditambah waktu pengecekan komplain sampai 7 hari, sdh berapa kali belanja lewat tokped satu provinsi barang datang 7 hari lebih blum waktu komplain 7 hari, 2 minggu cuma ngurusi paket. buang2 waktu!",1,2025-01-05 05:43:07,negative,tolong estimasi kirim maksim provinsi estimasi ditambah pengecekan komplain sdh kali belanja tokp provinsi barang blum komplain minggu ngurusi paket buang
Buruk dalam menangani masalah.,1,2025-01-05 03:12:35,negative,buruk menangani
"Tidak Bisa Bayar di Tempat, gue Uninstal lagi ini Apk Tokopedia GAK JELAS",1,2025-01-05 02:37:54,negative,bayar gue uninst apk tokopedia gak
"Mohon maaf,. Minta kembalikan dana Saya yg tersedot oleh toko pedia sebesar Rp 400.000",1,2025-01-05 01:51:14,negative,mohon maaf kembalikan dana yg tersedot toko pedia rp
"salah kami apa sih, penjemputan 4km, memang ngga pake bensin gila.... kalau mau jauh sekalian saya ditangerang ambil dikerawang....",1,2025-01-05 00:59:10,negative,salah sih penjemputan km ngga pake bensin gila ditangerang ambil dikerawang
mantap,5,2025-01-05 00:26:26,positive,mantap
keren abis.... mudah dan menyenangkan,5,2025-01-05 00:04:44,positive,keren abi mudah menyenangkan
Toko jos,5,2025-01-04 23:50:45,positive,toko jo
ok,5,2025-01-04 23:45:24,positive,ok
Tokopedia ga jelas gegara voucher 2.000 transaksi listrik (penggunaan voucher berlebihan) akun ga bisa pakai voucher lagi. Kalo kasi voucher banyak ngapain kalo ga bisa dipakai bloook!!,1,2025-01-04 23:33:23,negative,tokopedia ga gegara voucher transaksi listrik penggunaan voucher akun ga pakai voucher kalo kasi voucher ngapain kalo ga dipakai bloook
Kenapa sekarang jadi nggak ada menu diskusi jadi gak tau balasan dari pembeli kalau pertanyaan di diskusi di balas jadi auto logout ajha bye Tokopedia,1,2025-01-04 23:29:25,negative,nggak menu diskusi gak tau balasan pemb diskusi bala auto logout ajha bye tokopedia
sangat cepat respon,5,2025-01-04 23:24:55,positive,cepat respon
Lumayan bagus lahh,4,2025-01-04 22:50:44,positive,lumayan bagu lahh
mantpp,5,2025-01-04 22:12:30,positive,mantpp
mudah dan aman bertransaksi,5,2025-01-04 22:03:03,positive,mudah aman bertransaksi
"Semakin kesini semakin ngawur kiriman nya banyak yg nyasar ga kurir rekomendasi TKP01 ga kurir ekspedisi lain nya,sampai saat ini masih ada paket yg blm dtng padahal kurir rekomendasi.",1,2025-01-04 21:43:19,negative,kesini ngawur kiriman nya yg nyasar ga kurir rekomendasi tkp ga kurir ekspedisi nyasampai paket yg blm dtng kurir rekomendasi
bagus,4,2025-01-04 21:37:59,positive,bagu
mantap,5,2025-01-04 21:33:52,positive,mantap
Ini kurir tokped kalo nganter langsung nganter ya? Ga ada konfirmasi atau gmana. Gua lagi di luar tuh kurir datang. Mana ga nelfon lagi. Alhasil paket belum saya terima,1,2025-01-04 21:19:33,negative,kurir tokp kalo nganter langsung nganter ya ga konfirmasi gmana gua tuh kurir ga nelfon alhasil paket terima
fitur hapus chat tolong dikembalikan lagi. bikin penuh chat aja.,1,2025-01-04 21:18:11,negative,fitur hapu chat tolong dikembalikan bikin penuh chat aja
Koplak nomber hp gak bisa digunakan,1,2025-01-04 20:59:12,negative,koplak nomber hp gak
Terlalu tinggi ongkos kirimnya meresahkan pembeli,1,2025-01-04 20:53:51,negative,ongko kirimnya meresahkan pemb
"Pesenan saya tiba"" Di batal kan oleh sistem, padahal saya sudah bayar. Memang ketika di batalkan uang kembali, tetapi vocher saya hangus.",1,2025-01-04 20:39:56,negative,pesenan batal sistem bayar batalkan uang vocher hangu
mantap belanja pakai tokped,5,2025-01-04 20:34:04,positive,mantap belanja pakai tokp
Susah bngt daftar nya si,2,2025-01-04 20:15:27,negative,susah bngt daftar nya si
okke,5,2025-01-04 20:06:01,positive,okk
sangant membantu apalagi buat pengguna baru d kasih diskon 50%,5,2025-01-04 20:03:53,positive,sangant membantu pengguna d kasih diskon
Belanja pakai paylater...OKE,5,2025-01-04 19:52:21,positive,belanja pakai paylaterok
"G jls aplikasi g jls tiba"" Kepotong saldo gua",1,2025-01-04 19:40:14,negative,g jl aplikasi g jl kepotong saldo gua
"Kekurangan banyak disini,cara menyelesaikan barang sulit untuk dibuka halamannya,detail pesanannya sulit dibuka,mau kasih ulasannya barang yg diterima sulit pula,,tak bisa kredit barangnya pula,,,,blom nyaman menggunakan afk ini",2,2025-01-04 19:39:17,negative,kekurangan disinicara menyelesaikan barang sulit dibuka halamannyadetail pesanannya sulit dibukamau kasih ulasannya barang yg diterima sulit pulatak kredit barangnya pulablom nyaman afk
Aplikasi TERBAIK karya anak bangsa & cerdas memenuhi KEBUTUHAN anda serta tersedia beragam HARGA promo kompetitif sesuai HARAPAN konsumen... SUKSES selalu untuk TOKOPEDIA... Terimakasih.⭐⭐⭐⭐⭐,5,2025-01-04 19:31:52,positive,aplikasi terbaik karya anak bangsa cerda memenuhi kebutuhan tersedia beragam harga promo kompetitif sesuai harapan konsumen suks tokopedia terimakasih⭐⭐⭐⭐⭐
"Min, ada bug gak bisa kasi ulasan untuk pesanan yang sudah slesai",1,2025-01-04 19:14:48,negative,min bug gak kasi ulasan pesanan slesai
Dasar maling data pribadi orang!,1,2025-01-04 19:06:56,negative,dasar male data pribadi orang
Halo Saha mau complain kok ga bisa,1,2025-01-04 19:03:35,negative,halo saha complain ga
Mantap jaya terus,5,2025-01-04 18:56:03,positive,mantap jaya
Dikit dikit perbaharuai mlu,2,2025-01-04 18:42:52,negative,dikit dikit perbaharuai mlu
"Dari bulan 10 2024 komplain soal kurir rekomendasi, sekarang Januari 2025 masih sama jeleknya. Udah banyak yang bilang sistem kurir rekomendasi ampas, jelek, Dateng nya pasti di ujung estimasi. Karna apa? Karna di lempar² bos, misal sapx ke JNE, abis dari JNE ke j&t abis itu ke sicepat. Abis waktu buat lempar² an paket kocak, yang bikin sistem itu siapa sih? Mau tau orangnya yang mana coba kasih kontaknya. Mau kasih tau betapa ga efisiensi sistemnya, komplain di cs juga ga sampe soalnya wkwk",1,2025-01-04 18:32:27,negative,komplain kurir rekomendasi januari jeleknya udah bilang sistem kurir rekomendasi ampa jelek dateng nya ujung estimasi karna karna lempar² bo sapx jne abi jne jt abi sicepat abi lempar² an paket kocak bikin sistem sih tau orangnya coba kasih kontaknya kasih tau betapa ga efisiensi sistemnya komplain cs ga samp wkwk
banyak promo menarik,5,2025-01-04 18:31:02,positive,promo menarik
Untuk beli liquid susah sekarang tokopedia web otomatis masuk ke aplikasi terus,1,2025-01-04 18:28:20,negative,beli liquid susah tokopedia web otomati masuk aplikasi
Aplikasi aneh. Pas cari digoogle tembakau racikan ada arahan ke Tokopedia pas diinstal aplikasinya malah ga ada sama sekali pilihan buat beli tembakau racikan aplikasi aneh,1,2025-01-04 18:27:01,negative,aplikasi aneh pa cari digoogl tembakau racikan arahan tokopedia pa diinstal aplikasinya ga pilihan beli tembakau racikan aplikasi aneh
belanja di toped oke banget dan mudah,5,2025-01-04 18:23:14,positive,belanja tope oke banget mudah
sampah,1,2025-01-04 18:19:18,negative,sampah
"Tolong di revisi dong untuk maksimal pembelian 400pcs, karena item tertentu saya bisa beli lebih dari 1000pcs",5,2025-01-04 18:12:58,positive,tolong revisi maksim pembelian pc item beli pc
"aplikasinya ringan, pilihan pembayaran beragam",5,2025-01-04 17:56:57,positive,aplikasinya ringan pilihan pembayaran beragam
happy shoping,5,2025-01-04 17:38:28,positive,happi shope
Aplikasi payah,1,2025-01-04 17:36:36,negative,aplikasi payah
Mantap sesuai keinginan ada bisa cod nya,5,2025-01-04 17:33:45,positive,mantap sesuai cod nya
"untuk luar jawa/antar pulau mending ga usah download,update pengiriman ga jelas,estimasi diubah2 pngiriman tidak akan smp dengan si cepat yg semakin lelet,harga lebih mahal drpada toko sebelah..karena pesanan anda akan di return lg soalnya pesanan anda tidak pernah dikirim oleh sicepat",1,2025-01-04 17:30:16,negative,jawaantar pulau mend ga downloadupd pengiriman ga jelasestimasi diubah pngiriman smp si cepat yg leletharga mahal drpada toko sebelahkarena pesanan return lg pesanan dikirim sicepat
